studentNo,studentName,courseName,score,isAbsent
202201010002,计算生2,计算机专业1核心课2,64.8,false
202201010002,计算生2,计算机专业1核心课3,58.4,false
202201010002,计算生2,大学英语,72.4,false
202201010002,计算生2,高等数学,65.1,false
202201010002,计算生2,计算机专业1核心课1,61.6,false
202201010002,计算生2,计算机专业1核心课2,68.4,false
202201010002,计算生2,计算机专业1核心课3,57.9,false
202201010002,计算生2,大学英语,62.2,false
202201010002,计算生2,高等数学,64.0,false
202201010002,计算生2,计算机专业1核心课1,63.4,false
202201010002,计算生2,计算机专业1核心课2,71.8,false
202201010002,计算生2,计算机专业1核心课3,71.5,false
202201010002,计算生2,大学英语,68.3,false
202201010002,计算生2,高等数学,51.6,false
202201010002,计算生2,计算机专业1核心课1,70.9,false
202201010002,计算生2,计算机专业1核心课2,72.1,false
202201010002,计算生2,计算机专业1核心课3,59.4,false
202201010002,计算生2,大学英语,67.7,false
202201010002,计算生2,高等数学,61.1,false
202201010002,计算生2,计算机专业1核心课1,69.6,false
202201010002,计算生2,计算机专业1核心课2,65.1,false
202201010002,计算生2,计算机专业1核心课3,60.2,false
202201010003,计算生3,大学英语,66.5,false
202201010003,计算生3,高等数学,66.0,false
202201010003,计算生3,计算机专业1核心课1,56.6,false
202201010003,计算生3,计算机专业1核心课2,61.5,false
202201010003,计算生3,计算机专业1核心课3,62.4,false
202201010003,计算生3,大学英语,65.9,false
202201010003,计算生3,高等数学,59.1,false
202201010003,计算生3,计算机专业1核心课1,56.0,false
202201010003,计算生3,计算机专业1核心课2,66.4,false
202201010003,计算生3,计算机专业1核心课3,72.6,false
202201010003,计算生3,大学英语,53.9,false
202201010003,计算生3,高等数学,66.7,false
202201010003,计算生3,计算机专业1核心课1,69.6,false
202201010003,计算生3,计算机专业1核心课2,58.9,false
202201010003,计算生3,计算机专业1核心课3,60.8,false
202201010003,计算生3,大学英语,71.4,false
202201010003,计算生3,高等数学,71.1,false
202201010003,计算生3,计算机专业1核心课1,48.2,false
202201010003,计算生3,计算机专业1核心课2,68.3,false
202201010003,计算生3,计算机专业1核心课3,73.7,false
202201010003,计算生3,大学英语,69.4,false
202201010003,计算生3,高等数学,58.8,false
202201010003,计算生3,计算机专业1核心课1,61.3,false
202201010003,计算生3,计算机专业1核心课2,66.1,false
202201010003,计算生3,计算机专业1核心课3,71.6,false
202201010003,计算生3,大学英语,59.8,false
202201010003,计算生3,高等数学,59.2,false
202201010003,计算生3,计算机专业1核心课1,65.6,false
202201010003,计算生3,计算机专业1核心课2,70.6,false
202201010003,计算生3,计算机专业1核心课3,58.3,false
202201010003,计算生3,大学英语,59.8,false
202201010003,计算生3,高等数学,65.4,false
202201010003,计算生3,计算机专业1核心课1,,true
202201010003,计算生3,计算机专业1核心课2,57.5,false
202201010003,计算生3,计算机专业1核心课3,66.6,false
202201010003,计算生3,大学英语,72.0,false
202201010003,计算生3,高等数学,68.7,false
202201010003,计算生3,计算机专业1核心课1,66.3,false
202201010003,计算生3,计算机专业1核心课2,71.1,false
202201010003,计算生3,计算机专业1核心课3,62.7,false
202201010004,计算生4,大学英语,51.6,false
202201010004,计算生4,高等数学,68.0,false
202201010004,计算生4,计算机专业1核心课1,61.4,false
202201010004,计算生4,计算机专业1核心课2,67.5,false
202201010004,计算生4,计算机专业1核心课3,61.6,false
202201010004,计算生4,大学英语,70.0,false
202201010004,计算生4,高等数学,64.4,false
202201010004,计算生4,计算机专业1核心课1,70.9,false
202201010004,计算生4,计算机专业1核心课2,54.7,false
202201010004,计算生4,计算机专业1核心课3,56.6,false
202201010004,计算生4,大学英语,67.8,false
202201010004,计算生4,高等数学,70.1,false
202201010004,计算生4,计算机专业1核心课1,64.4,false
202201010004,计算生4,计算机专业1核心课2,,true
202201010004,计算生4,计算机专业1核心课3,63.5,false
202201010004,计算生4,大学英语,60.7,false
202201010004,计算生4,高等数学,70.5,false
202201010004,计算生4,计算机专业1核心课1,65.3,false
202201010004,计算生4,计算机专业1核心课2,54.0,false
202201010004,计算生4,计算机专业1核心课3,61.3,false
202201010004,计算生4,大学英语,66.9,false
202201010004,计算生4,高等数学,65.5,false
202201010004,计算生4,计算机专业1核心课1,60.7,false
202201010004,计算生4,计算机专业1核心课2,62.9,false
202201010004,计算生4,计算机专业1核心课3,62.2,false
202201010004,计算生4,大学英语,65.6,false
202201010004,计算生4,高等数学,54.7,false
202201010004,计算生4,计算机专业1核心课1,70.9,false
202201010004,计算生4,计算机专业1核心课2,68.0,false
202201010004,计算生4,计算机专业1核心课3,72.4,false
202201010004,计算生4,大学英语,68.8,false
202201010004,计算生4,高等数学,64.4,false
202201010004,计算生4,计算机专业1核心课1,63.7,false
202201010004,计算生4,计算机专业1核心课2,61.4,false
202201010004,计算生4,计算机专业1核心课3,55.6,false
202201010004,计算生4,大学英语,64.2,false
202201010004,计算生4,高等数学,68.2,false
202201010004,计算生4,计算机专业1核心课1,71.6,false
202201010004,计算生4,计算机专业1核心课2,65.0,false
202201010004,计算生4,计算机专业1核心课3,69.3,false
202201010005,计算生5,大学英语,66.8,false
202201010005,计算生5,高等数学,64.0,false
202201010005,计算生5,计算机专业1核心课1,68.7,false
202201010005,计算生5,计算机专业1核心课2,63.8,false
202201010005,计算生5,计算机专业1核心课3,62.1,false
202201010005,计算生5,大学英语,69.8,false
202201010005,计算生5,高等数学,65.6,false
202201010005,计算生5,计算机专业1核心课1,66.1,false
202201010005,计算生5,计算机专业1核心课2,71.9,false
202201010005,计算生5,计算机专业1核心课3,67.2,false
202201010005,计算生5,大学英语,58.2,false
202201010005,计算生5,高等数学,61.9,false
202201010005,计算生5,计算机专业1核心课1,72.1,false
202201010005,计算生5,计算机专业1核心课2,63.8,false
202201010005,计算生5,计算机专业1核心课3,64.7,false
202201010005,计算生5,大学英语,67.9,false
202201010005,计算生5,高等数学,61.8,false
202201010005,计算生5,计算机专业1核心课1,70.1,false
202201010005,计算生5,计算机专业1核心课2,60.5,false
202201010005,计算生5,计算机专业1核心课3,60.9,false
202201010005,计算生5,大学英语,68.4,false
202201010005,计算生5,高等数学,61.5,false
202201010005,计算生5,计算机专业1核心课1,58.5,false
202201010005,计算生5,计算机专业1核心课2,61.0,false
202201010005,计算生5,计算机专业1核心课3,71.2,false
202201010005,计算生5,大学英语,54.8,false
202201010005,计算生5,高等数学,66.0,false
202201010005,计算生5,计算机专业1核心课1,64.9,false
202201010005,计算生5,计算机专业1核心课2,63.8,false
202201010005,计算生5,计算机专业1核心课3,68.3,false
202201010005,计算生5,大学英语,59.1,false
202201010005,计算生5,高等数学,58.5,false
202201010005,计算生5,计算机专业1核心课1,66.9,false
202201010005,计算生5,计算机专业1核心课2,70.8,false
202201010005,计算生5,计算机专业1核心课3,61.6,false
202201010005,计算生5,大学英语,67.1,false
202201010005,计算生5,高等数学,69.7,false
202201010005,计算生5,计算机专业1核心课1,57.4,false
202201010005,计算生5,计算机专业1核心课2,67.0,false
202201010005,计算生5,计算机专业1核心课3,62.2,false
202201010006,计算生6,大学英语,64.8,false
202201010006,计算生6,高等数学,66.6,false
202201010006,计算生6,计算机专业1核心课1,63.3,false
202201010006,计算生6,计算机专业1核心课2,62.7,false
202201010006,计算生6,计算机专业1核心课3,69.0,false
202201010006,计算生6,大学英语,68.7,false
202201010006,计算生6,高等数学,61.0,false
202201010006,计算生6,计算机专业1核心课1,58.8,false
202201010006,计算生6,计算机专业1核心课2,62.0,false
202201010006,计算生6,计算机专业1核心课3,53.7,false
202201010006,计算生6,大学英语,59.2,false
202201010006,计算生6,高等数学,65.2,false
202201010006,计算生6,计算机专业1核心课1,69.2,false
202201010006,计算生6,计算机专业1核心课2,60.2,false
202201010006,计算生6,计算机专业1核心课3,71.0,false
202201010006,计算生6,大学英语,58.9,false
202201010006,计算生6,高等数学,72.7,false
202201010006,计算生6,计算机专业1核心课1,61.9,false
202201010006,计算生6,计算机专业1核心课2,62.7,false
202201010006,计算生6,计算机专业1核心课3,69.0,false
202201010006,计算生6,大学英语,69.7,false
202201010006,计算生6,高等数学,57.8,false
202201010006,计算生6,计算机专业1核心课1,67.5,false
202201010006,计算生6,计算机专业1核心课2,60.5,false
202201010006,计算生6,计算机专业1核心课3,56.6,false
202201010006,计算生6,大学英语,63.7,false
202201010006,计算生6,高等数学,68.9,false
202201010006,计算生6,计算机专业1核心课1,66.3,false
202201010006,计算生6,计算机专业1核心课2,70.4,false
202201010006,计算生6,计算机专业1核心课3,59.7,false
202201010006,计算生6,大学英语,67.6,false
202201010006,计算生6,高等数学,75.0,false
202201010006,计算生6,计算机专业1核心课1,72.4,false
202201010006,计算生6,计算机专业1核心课2,74.8,false
202201010006,计算生6,计算机专业1核心课3,52.2,false
202201010006,计算生6,大学英语,67.5,false
202201010006,计算生6,高等数学,51.6,false
202201010006,计算生6,计算机专业1核心课1,68.6,false
202201010006,计算生6,计算机专业1核心课2,72.4,false
202201010006,计算生6,计算机专业1核心课3,71.2,false
202201010007,计算生7,大学英语,65.8,false
202201010007,计算生7,高等数学,65.5,false
202201010007,计算生7,计算机专业1核心课1,69.5,false
202201010007,计算生7,计算机专业1核心课2,67.0,false
202201010007,计算生7,计算机专业1核心课3,60.1,false
202201010007,计算生7,大学英语,66.1,false
202201010007,计算生7,高等数学,69.2,false
202201010007,计算生7,计算机专业1核心课1,74.5,false
202201010007,计算生7,计算机专业1核心课2,60.2,false
202201010007,计算生7,计算机专业1核心课3,60.0,false
202201010007,计算生7,大学英语,62.3,false
202201010007,计算生7,高等数学,66.7,false
202201010007,计算生7,计算机专业1核心课1,57.7,false
202201010007,计算生7,计算机专业1核心课2,67.1,false
202201010007,计算生7,计算机专业1核心课3,,true
202201010007,计算生7,大学英语,70.0,false
202201010007,计算生7,高等数学,69.4,false
202201010007,计算生7,计算机专业1核心课1,65.8,false
202201010007,计算生7,计算机专业1核心课2,67.9,false
202201010007,计算生7,计算机专业1核心课3,60.7,false
202201010007,计算生7,大学英语,60.0,false
202201010007,计算生7,高等数学,61.6,false
202201010007,计算生7,计算机专业1核心课1,70.1,false
202201010007,计算生7,计算机专业1核心课2,60.0,false
202201010007,计算生7,计算机专业1核心课3,67.8,false
202201010007,计算生7,大学英语,63.0,false
202201010007,计算生7,高等数学,74.5,false
202201010007,计算生7,计算机专业1核心课1,56.7,false
202201010007,计算生7,计算机专业1核心课2,69.9,false
202201010007,计算生7,计算机专业1核心课3,72.1,false
202201010007,计算生7,大学英语,64.8,false
202201010007,计算生7,高等数学,67.0,false
202201010007,计算生7,计算机专业1核心课1,63.7,false
202201010007,计算生7,计算机专业1核心课2,66.0,false
202201010007,计算生7,计算机专业1核心课3,69.2,false
202201010007,计算生7,大学英语,62.0,false
202201010007,计算生7,高等数学,58.4,false
202201010007,计算生7,计算机专业1核心课1,65.9,false
202201010007,计算生7,计算机专业1核心课2,52.5,false
202201010007,计算生7,计算机专业1核心课3,71.7,false
202201010008,计算生8,大学英语,70.7,false
202201010008,计算生8,高等数学,65.7,false
202201010008,计算生8,计算机专业1核心课1,67.1,false
202201010008,计算生8,计算机专业1核心课2,67.7,false
202201010008,计算生8,计算机专业1核心课3,68.3,false
202201010008,计算生8,大学英语,64.5,false
202201010008,计算生8,高等数学,58.4,false
202201010008,计算生8,计算机专业1核心课1,60.1,false
202201010008,计算生8,计算机专业1核心课2,52.2,false
202201010008,计算生8,计算机专业1核心课3,64.5,false
202201010008,计算生8,大学英语,62.5,false
202201010008,计算生8,高等数学,61.2,false
202201010008,计算生8,计算机专业1核心课1,62.7,false
202201010008,计算生8,计算机专业1核心课2,69.9,false
202201010008,计算生8,计算机专业1核心课3,60.6,false
202201010008,计算生8,大学英语,72.9,false
202201010008,计算生8,高等数学,71.7,false
202201010008,计算生8,计算机专业1核心课1,56.3,false
202201010008,计算生8,计算机专业1核心课2,68.7,false
202201010008,计算生8,计算机专业1核心课3,64.1,false
202201010008,计算生8,大学英语,72.1,false
202201010008,计算生8,高等数学,68.4,false
202201010008,计算生8,计算机专业1核心课1,62.6,false
202201010008,计算生8,计算机专业1核心课2,68.0,false
202201010008,计算生8,计算机专业1核心课3,70.1,false
202201010008,计算生8,大学英语,65.7,false
202201010008,计算生8,高等数学,61.6,false
202201010008,计算生8,计算机专业1核心课1,58.4,false
202201010008,计算生8,计算机专业1核心课2,65.2,false
202201010008,计算生8,计算机专业1核心课3,65.6,false
202201010008,计算生8,大学英语,64.3,false
202201010008,计算生8,高等数学,65.4,false
202201010008,计算生8,计算机专业1核心课1,71.5,false
202201010008,计算生8,计算机专业1核心课2,74.6,false
202201010008,计算生8,计算机专业1核心课3,62.3,false
202201010008,计算生8,大学英语,69.4,false
202201010008,计算生8,高等数学,67.4,false
202201010008,计算生8,计算机专业1核心课1,68.4,false
202201010008,计算生8,计算机专业1核心课2,63.2,false
202201010008,计算生8,计算机专业1核心课3,70.9,false
202201010009,计算生9,大学英语,63.7,false
202201010009,计算生9,高等数学,69.4,false
202201010009,计算生9,计算机专业1核心课1,57.3,false
202201010009,计算生9,计算机专业1核心课2,62.5,false
202201010009,计算生9,计算机专业1核心课3,67.4,false
202201010009,计算生9,大学英语,71.0,false
202201010009,计算生9,高等数学,66.8,false
202201010009,计算生9,计算机专业1核心课1,61.3,false
202201010009,计算生9,计算机专业1核心课2,72.7,false
202201010009,计算生9,计算机专业1核心课3,71.1,false
202201010009,计算生9,大学英语,70.0,false
202201010009,计算生9,高等数学,62.9,false
202201010009,计算生9,计算机专业1核心课1,69.1,false
202201010009,计算生9,计算机专业1核心课2,74.0,false
202201010009,计算生9,计算机专业1核心课3,64.2,false
202201010009,计算生9,大学英语,69.2,false
202201010009,计算生9,高等数学,59.1,false
202201010009,计算生9,计算机专业1核心课1,61.3,false
202201010009,计算生9,计算机专业1核心课2,78.2,false
202201010009,计算生9,计算机专业1核心课3,72.8,false
202201010009,计算生9,大学英语,61.9,false
202201010009,计算生9,高等数学,62.1,false
202201010009,计算生9,计算机专业1核心课1,61.7,false
202201010009,计算生9,计算机专业1核心课2,56.2,false
202201010009,计算生9,计算机专业1核心课3,63.7,false
202201010009,计算生9,大学英语,69.1,false
202201010009,计算生9,高等数学,,true
202201010009,计算生9,计算机专业1核心课1,54.5,false
202201010009,计算生9,计算机专业1核心课2,63.9,false
202201010009,计算生9,计算机专业1核心课3,59.4,false
202201010009,计算生9,大学英语,64.5,false
202201010009,计算生9,高等数学,,true
202201010009,计算生9,计算机专业1核心课1,56.2,false
202201010009,计算生9,计算机专业1核心课2,74.3,false
202201010009,计算生9,计算机专业1核心课3,47.1,false
202201010009,计算生9,大学英语,70.7,false
202201010009,计算生9,高等数学,71.4,false
202201010009,计算生9,计算机专业1核心课1,71.3,false
202201010009,计算生9,计算机专业1核心课2,,true
202201010009,计算生9,计算机专业1核心课3,62.0,false
202201010010,计算生10,大学英语,68.6,false
202201010010,计算生10,高等数学,73.9,false
202201010010,计算生10,计算机专业1核心课1,68.3,false
202201010010,计算生10,计算机专业1核心课2,71.6,false
202201010010,计算生10,计算机专业1核心课3,66.0,false
202201010010,计算生10,大学英语,67.4,false
202201010010,计算生10,高等数学,63.4,false
202201010010,计算生10,计算机专业1核心课1,67.3,false
202201010010,计算生10,计算机专业1核心课2,59.3,false
202201010010,计算生10,计算机专业1核心课3,61.5,false
202201010010,计算生10,大学英语,64.4,false
202201010010,计算生10,高等数学,57.8,false
202201010010,计算生10,计算机专业1核心课1,64.4,false
202201010010,计算生10,计算机专业1核心课2,65.2,false
202201010010,计算生10,计算机专业1核心课3,61.9,false
202201010010,计算生10,大学英语,73.2,false
202201010010,计算生10,高等数学,70.2,false
202201010010,计算生10,计算机专业1核心课1,73.6,false
202201010010,计算生10,计算机专业1核心课2,55.6,false
202201010010,计算生10,计算机专业1核心课3,57.7,false
202201010010,计算生10,大学英语,66.3,false
202201010010,计算生10,高等数学,66.9,false
202201010010,计算生10,计算机专业1核心课1,66.7,false
202201010010,计算生10,计算机专业1核心课2,,true
202201010010,计算生10,计算机专业1核心课3,72.0,false
202201010010,计算生10,大学英语,71.1,false
202201010010,计算生10,高等数学,61.8,false
202201010010,计算生10,计算机专业1核心课1,70.0,false
202201010010,计算生10,计算机专业1核心课2,72.0,false
202201010010,计算生10,计算机专业1核心课3,65.3,false
202201010010,计算生10,大学英语,72.3,false
202201010010,计算生10,高等数学,64.6,false
202201010010,计算生10,计算机专业1核心课1,70.5,false
202201010010,计算生10,计算机专业1核心课2,69.9,false
202201010010,计算生10,计算机专业1核心课3,65.0,false
202201010010,计算生10,大学英语,62.0,false
202201010010,计算生10,高等数学,67.2,false
202201010010,计算生10,计算机专业1核心课1,64.7,false
202201010010,计算生10,计算机专业1核心课2,57.2,false
202201010010,计算生10,计算机专业1核心课3,66.8,false
202201010011,计算生11,大学英语,65.3,false
202201010011,计算生11,高等数学,66.4,false
202201010011,计算生11,计算机专业1核心课1,60.0,false
202201010011,计算生11,计算机专业1核心课2,63.4,false
202201010011,计算生11,计算机专业1核心课3,62.3,false
202201010011,计算生11,大学英语,76.6,false
202201010011,计算生11,高等数学,72.8,false
202201010011,计算生11,计算机专业1核心课1,61.6,false
202201010011,计算生11,计算机专业1核心课2,66.0,false
202201010011,计算生11,计算机专业1核心课3,75.6,false
202201010011,计算生11,大学英语,68.0,false
202201010011,计算生11,高等数学,61.3,false
202201010011,计算生11,计算机专业1核心课1,59.9,false
202201010011,计算生11,计算机专业1核心课2,59.8,false
202201010011,计算生11,计算机专业1核心课3,57.8,false
202201010011,计算生11,大学英语,62.7,false
202201010011,计算生11,高等数学,73.4,false
202201010011,计算生11,计算机专业1核心课1,62.1,false
202201010011,计算生11,计算机专业1核心课2,73.3,false
202201010011,计算生11,计算机专业1核心课3,67.5,false
202201010011,计算生11,大学英语,71.8,false
202201010011,计算生11,高等数学,69.5,false
202201010011,计算生11,计算机专业1核心课1,57.4,false
202201010011,计算生11,计算机专业1核心课2,74.9,false
202201010011,计算生11,计算机专业1核心课3,61.7,false
202201010011,计算生11,大学英语,63.6,false
202201010011,计算生11,高等数学,65.9,false
202201010011,计算生11,计算机专业1核心课1,68.0,false
202201010011,计算生11,计算机专业1核心课2,80.4,false
202201010011,计算生11,计算机专业1核心课3,71.1,false
202201010011,计算生11,大学英语,63.9,false
202201010011,计算生11,高等数学,71.2,false
202201010011,计算生11,计算机专业1核心课1,64.3,false
202201010011,计算生11,计算机专业1核心课2,63.1,false
202201010011,计算生11,计算机专业1核心课3,68.8,false
202201010011,计算生11,大学英语,66.7,false
202201010011,计算生11,高等数学,66.0,false
202201010011,计算生11,计算机专业1核心课1,63.4,false
202201010011,计算生11,计算机专业1核心课2,73.9,false
202201010011,计算生11,计算机专业1核心课3,55.9,false
202201010012,计算生12,大学英语,64.7,false
202201010012,计算生12,高等数学,62.9,false
202201010012,计算生12,计算机专业1核心课1,66.2,false
202201010012,计算生12,计算机专业1核心课2,58.2,false
202201010012,计算生12,计算机专业1核心课3,69.0,false
202201010012,计算生12,大学英语,69.8,false
202201010012,计算生12,高等数学,65.1,false
202201010012,计算生12,计算机专业1核心课1,60.7,false
202201010012,计算生12,计算机专业1核心课2,68.8,false
202201010012,计算生12,计算机专业1核心课3,63.0,false
202201010012,计算生12,大学英语,54.6,false
202201010012,计算生12,高等数学,58.8,false
202201010012,计算生12,计算机专业1核心课1,63.5,false
202201010012,计算生12,计算机专业1核心课2,72.3,false
202201010012,计算生12,计算机专业1核心课3,69.3,false
202201010012,计算生12,大学英语,64.5,false
202201010012,计算生12,高等数学,71.0,false
202201010012,计算生12,计算机专业1核心课1,57.9,false
202201010012,计算生12,计算机专业1核心课2,59.8,false
202201010012,计算生12,计算机专业1核心课3,67.7,false
202201010012,计算生12,大学英语,66.6,false
202201010012,计算生12,高等数学,54.4,false
202201010012,计算生12,计算机专业1核心课1,64.5,false
202201010012,计算生12,计算机专业1核心课2,61.7,false
202201010012,计算生12,计算机专业1核心课3,67.6,false
202201010012,计算生12,大学英语,58.1,false
202201010012,计算生12,高等数学,70.3,false
202201010012,计算生12,计算机专业1核心课1,69.3,false
202201010012,计算生12,计算机专业1核心课2,63.9,false
202201010012,计算生12,计算机专业1核心课3,61.1,false
202201010012,计算生12,大学英语,60.4,false
202201010012,计算生12,高等数学,71.8,false
202201010012,计算生12,计算机专业1核心课1,69.3,false
202201010012,计算生12,计算机专业1核心课2,65.4,false
202201010012,计算生12,计算机专业1核心课3,58.2,false
202201010012,计算生12,大学英语,65.2,false
202201010012,计算生12,高等数学,61.6,false
202201010012,计算生12,计算机专业1核心课1,72.5,false
202201010012,计算生12,计算机专业1核心课2,62.1,false
202201010012,计算生12,计算机专业1核心课3,62.0,false
202201020001,计算生1,大学英语,71.3,false
202201020001,计算生1,高等数学,61.9,false
202201020001,计算生1,计算机专业2核心课1,58.5,false
202201020001,计算生1,计算机专业2核心课2,62.7,false
202201020001,计算生1,计算机专业2核心课3,69.9,false
202201020001,计算生1,大学英语,72.8,false
202201020001,计算生1,高等数学,72.2,false
202201020001,计算生1,计算机专业2核心课1,70.2,false
202201020001,计算生1,计算机专业2核心课2,70.2,false
202201020001,计算生1,计算机专业2核心课3,68.8,false
202201020001,计算生1,大学英语,61.3,false
202201020001,计算生1,高等数学,57.2,false
202201020001,计算生1,计算机专业2核心课1,66.3,false
202201020001,计算生1,计算机专业2核心课2,70.4,false
202201020001,计算生1,计算机专业2核心课3,65.0,false
202201020001,计算生1,大学英语,64.9,false
202201020001,计算生1,高等数学,64.9,false
202201020001,计算生1,计算机专业2核心课1,67.3,false
202201020001,计算生1,计算机专业2核心课2,64.5,false
202201020001,计算生1,计算机专业2核心课3,73.2,false
202201020001,计算生1,大学英语,63.3,false
202201020001,计算生1,高等数学,59.1,false
202201020001,计算生1,计算机专业2核心课1,67.5,false
202201020001,计算生1,计算机专业2核心课2,72.4,false
202201020001,计算生1,计算机专业2核心课3,66.6,false
202201020001,计算生1,大学英语,72.8,false
202201020001,计算生1,高等数学,60.0,false
202201020001,计算生1,计算机专业2核心课1,62.9,false
202201020001,计算生1,计算机专业2核心课2,74.9,false
202201020001,计算生1,计算机专业2核心课3,68.2,false
202201020001,计算生1,大学英语,63.3,false
202201020001,计算生1,高等数学,65.2,false
202201020001,计算生1,计算机专业2核心课1,71.6,false
202201020001,计算生1,计算机专业2核心课2,66.1,false
202201020001,计算生1,计算机专业2核心课3,57.7,false
202201020001,计算生1,大学英语,64.9,false
202201020001,计算生1,高等数学,60.7,false
202201020001,计算生1,计算机专业2核心课1,65.8,false
202201020001,计算生1,计算机专业2核心课2,53.6,false
202201020001,计算生1,计算机专业2核心课3,62.2,false
202201020002,计算生2,大学英语,65.4,false
202201020002,计算生2,高等数学,67.0,false
202201020002,计算生2,计算机专业2核心课1,64.1,false
202201020002,计算生2,计算机专业2核心课2,68.3,false
202201020002,计算生2,计算机专业2核心课3,63.7,false
202201020002,计算生2,大学英语,,true
202201020002,计算生2,高等数学,57.9,false
202201020002,计算生2,计算机专业2核心课1,60.8,false
202201020002,计算生2,计算机专业2核心课2,74.5,false
202201020002,计算生2,计算机专业2核心课3,66.9,false
202201020002,计算生2,大学英语,65.8,false
202201020002,计算生2,高等数学,64.8,false
202201020002,计算生2,计算机专业2核心课1,66.6,false
202201020002,计算生2,计算机专业2核心课2,69.5,false
202201020002,计算生2,计算机专业2核心课3,69.2,false
202201020002,计算生2,大学英语,65.2,false
202201020002,计算生2,高等数学,62.1,false
202201020002,计算生2,计算机专业2核心课1,64.2,false
202201020002,计算生2,计算机专业2核心课2,67.3,false
202201020002,计算生2,计算机专业2核心课3,67.7,false
202201020002,计算生2,大学英语,65.1,false
202201020002,计算生2,高等数学,70.1,false
202201020002,计算生2,计算机专业2核心课1,62.1,false
202201020002,计算生2,计算机专业2核心课2,71.1,false
202201020002,计算生2,计算机专业2核心课3,73.6,false
202201020002,计算生2,大学英语,62.3,false
202201020002,计算生2,高等数学,59.8,false
202201020002,计算生2,计算机专业2核心课1,51.2,false
202201020002,计算生2,计算机专业2核心课2,61.7,false
202201020002,计算生2,计算机专业2核心课3,68.7,false
202201020002,计算生2,大学英语,61.7,false
202201020002,计算生2,高等数学,68.9,false
202201020002,计算生2,计算机专业2核心课1,70.1,false
202201020002,计算生2,计算机专业2核心课2,64.0,false
202201020002,计算生2,计算机专业2核心课3,58.2,false
202201020002,计算生2,大学英语,61.1,false
202201020002,计算生2,高等数学,70.8,false
202201020002,计算生2,计算机专业2核心课1,60.5,false
202201020002,计算生2,计算机专业2核心课2,69.7,false
202201020002,计算生2,计算机专业2核心课3,65.6,false
202201020003,计算生3,大学英语,69.2,false
202201020003,计算生3,高等数学,73.0,false
202201020003,计算生3,计算机专业2核心课1,73.8,false
202201020003,计算生3,计算机专业2核心课2,61.9,false
202201020003,计算生3,计算机专业2核心课3,62.7,false
202201020003,计算生3,大学英语,62.1,false
202201020003,计算生3,高等数学,70.5,false
202201020003,计算生3,计算机专业2核心课1,66.2,false
